Logger: #E50A33 'PT1000TEMP' - USP_EXP2 - (CGI) Expander for GP5W - (V2.60, Mai 12 2013),,
No,Time,#1:oC,#HK-Bat:V
5153,12.08.2015 09:40:00,6.96275,
5154,12.08.2015 10:00:00,6.95767,
5155,12.08.2015 10:20:00,6.96479,
5156,12.08.2015 10:40:00,6.96226,
5157,12.08.2015 11:00:00,6.96354,
5158,12.08.2015 11:20:00,6.96326,
5159,12.08.2015 11:40:00,6.96006,
5160,12.08.2015 12:00:00,6.96231,
5161,12.08.2015 12:20:00,6.96112,
5162,12.08.2015 12:40:00,6.95977,
5163,12.08.2015 13:00:00,6.96323,3.525
5164,12.08.2015 13:20:00,6.96067,
5165,12.08.2015 13:40:00,6.96148,
5166,12.08.2015 14:00:00,6.96216,
5167,12.08.2015 14:20:00,6.96895,
5168,12.08.2015 14:40:00,6.96479,
5169,12.08.2015 15:00:00,6.96094,
5170,12.08.2015 15:20:00,6.96363,
5171,12.08.2015 15:40:00,6.96082,
5172,12.08.2015 16:00:00,6.96275,
5173,12.08.2015 16:20:00,6.96235,
5174,12.08.2015 16:40:00,6.95813,
5175,12.08.2015 17:00:00,6.95878,
5176,12.08.2015 17:20:00,6.9574,
5177,12.08.2015 17:40:00,6.95875,
5178,12.08.2015 18:00:00,6.95476,
5179,12.08.2015 18:20:00,6.96079,
5180,12.08.2015 18:40:00,6.95948,
5181,12.08.2015 19:00:00,6.95853,
5182,12.08.2015 19:20:00,6.95629,
5183,12.08.2015 19:40:00,6.95373,
5184,12.08.2015 20:00:00,6.95718,
5185,12.08.2015 20:20:00,6.95226,
5186,12.08.2015 20:40:00,6.95516,
5187,12.08.2015 21:00:00,6.95287,3.524
5188,12.08.2015 21:20:00,6.95207,
5189,12.08.2015 21:40:00,6.94844,
5190,12.08.2015 22:00:00,6.94575,
5191,12.08.2015 22:20:00,6.95106,
5192,12.08.2015 22:40:00,6.95265,
5193,12.08.2015 23:00:00,6.95055,
5194,12.08.2015 23:20:00,6.94502,
5195,12.08.2015 23:40:00,6.94578,
5196,13.08.2015 00:00:00,6.94875,
5197,13.08.2015 00:20:00,6.9419,
5198,13.08.2015 00:40:00,6.94368,
5199,13.08.2015 01:00:00,6.94505,
5200,13.08.2015 01:20:00,6.9427,
5201,13.08.2015 01:40:00,6.94328,
5202,13.08.2015 02:00:00,6.93982,
5203,13.08.2015 02:20:00,6.94084,
5204,13.08.2015 02:40:00,6.93845,
5205,13.08.2015 03:00:00,6.93484,
5206,13.08.2015 03:20:00,6.94067,
5207,13.08.2015 03:40:00,6.94147,
5208,13.08.2015 04:00:00,6.9335,
5209,13.08.2015 04:20:00,6.93833,
5210,13.08.2015 04:40:00,6.93101,
5211,13.08.2015 05:00:00,6.937,3.522
5212,13.08.2015 05:20:00,6.94397,
5213,13.08.2015 05:40:00,6.94681,
5214,13.08.2015 06:00:00,6.94358,
5215,13.08.2015 06:20:00,6.94514,
5216,13.08.2015 06:40:00,6.94178,
5217,13.08.2015 07:00:00,6.94132,
5218,13.08.2015 07:20:00,6.94361,
5219,13.08.2015 07:40:00,6.94084,
5220,13.08.2015 08:00:00,6.94495,
5221,13.08.2015 08:20:00,6.93967,
5222,13.08.2015 08:40:00,6.93964,
5223,13.08.2015 09:00:00,6.93845,
5224,13.08.2015 09:20:00,6.9407,
5225,13.08.2015 09:40:00,6.93885,
5226,13.08.2015 10:00:00,6.94215,
5227,13.08.2015 10:20:00,6.93591,
5228,13.08.2015 10:40:00,6.93863,
5229,13.08.2015 11:00:00,6.93695,
5230,13.08.2015 11:20:00,6.93551,
5231,13.08.2015 11:40:00,6.93744,
5232,13.08.2015 12:00:00,6.93543,
5233,13.08.2015 12:20:00,6.93979,
5234,13.08.2015 12:40:00,6.93591,
5235,13.08.2015 13:00:00,6.93402,3.522
5236,13.08.2015 13:20:00,6.92748,
5237,13.08.2015 13:40:00,6.92512,
5238,13.08.2015 14:00:00,6.92695,
5239,13.08.2015 14:20:00,6.92215,
5240,13.08.2015 14:40:00,6.92316,
5241,13.08.2015 15:00:00,6.92411,
5242,13.08.2015 15:20:00,6.93173,
5243,13.08.2015 15:40:00,6.92864,
5244,13.08.2015 16:00:00,6.92148,
5245,13.08.2015 16:20:00,6.91818,
5246,13.08.2015 16:40:00,6.92374,
5247,13.08.2015 17:00:00,6.918,
5248,13.08.2015 17:20:00,6.91999,
5249,13.08.2015 17:40:00,6.92017,
5250,13.08.2015 18:00:00,6.92221,
5251,13.08.2015 18:20:00,6.91521,
5252,13.08.2015 18:40:00,6.91423,
5253,13.08.2015 19:00:00,6.91518,
5254,13.08.2015 19:20:00,6.91055,
5255,13.08.2015 19:40:00,6.90806,
5256,13.08.2015 20:00:00,6.91259,
5257,13.08.2015 20:20:00,6.91124,
5258,13.08.2015 20:40:00,6.91096,
5259,13.08.2015 21:00:00,6.91078,3.525
5260,13.08.2015 21:20:00,6.91971,
5261,13.08.2015 21:40:00,6.91931,
5262,13.08.2015 22:00:00,6.91699,
5263,13.08.2015 22:20:00,6.91916,
5264,13.08.2015 22:40:00,6.91473,
5265,13.08.2015 23:00:00,6.91943,
5266,13.08.2015 23:20:00,6.91285,
5267,13.08.2015 23:40:00,6.91481,
5268,14.08.2015 00:00:00,6.91571,
5269,14.08.2015 00:20:00,6.92154,
5270,14.08.2015 00:40:00,6.91611,
5271,14.08.2015 01:00:00,6.90968,
5272,14.08.2015 01:20:00,6.90802,
5273,14.08.2015 01:40:00,6.91048,
5274,14.08.2015 02:00:00,6.91299,
5275,14.08.2015 02:20:00,6.91521,
5276,14.08.2015 02:40:00,6.90962,
5277,14.08.2015 03:00:00,6.91767,
5278,14.08.2015 03:20:00,6.90856,
5279,14.08.2015 03:40:00,6.91133,
5280,14.08.2015 04:00:00,6.90794,
5281,14.08.2015 04:20:00,6.90929,
5282,14.08.2015 04:40:00,6.90907,
5283,14.08.2015 05:00:00,6.90519,3.523
5284,14.08.2015 05:20:00,6.90391,
5285,14.08.2015 05:40:00,6.89549,
5286,14.08.2015 06:00:00,6.89944,
5287,14.08.2015 06:20:00,6.9054,
5288,14.08.2015 06:40:00,6.89798,
5289,14.08.2015 07:00:00,6.90323,
5290,14.08.2015 07:20:00,6.89798,
5291,14.08.2015 07:40:00,6.89651,
5292,14.08.2015 08:00:00,6.89201,
5293,14.08.2015 08:20:00,6.89415,
5294,14.08.2015 08:40:00,6.89226,
5295,14.08.2015 09:00:00,6.89221,
5296,14.08.2015 09:20:00,6.894,
5297,14.08.2015 09:40:00,6.90552,
5298,14.08.2015 10:00:00,6.89232,
5299,14.08.2015 10:20:00,6.8897,
5300,14.08.2015 10:40:00,6.89207,
5301,14.08.2015 11:00:00,6.8941,
5302,14.08.2015 11:20:00,6.89259,
5303,14.08.2015 11:40:00,6.88963,
5304,14.08.2015 12:00:00,6.89395,
5305,14.08.2015 12:20:00,6.89453,
5306,14.08.2015 12:40:00,6.88529,
5307,14.08.2015 13:00:00,6.8889,3.523
5308,14.08.2015 13:20:00,6.90213,
5309,14.08.2015 13:40:00,6.89339,
5310,14.08.2015 14:00:00,6.89407,
5311,14.08.2015 14:20:00,6.89143,
5312,14.08.2015 14:40:00,6.88804,
5313,14.08.2015 15:00:00,6.89083,
5314,14.08.2015 15:20:00,6.88967,
5315,14.08.2015 15:40:00,6.88796,
5316,14.08.2015 16:00:00,6.88542,
5317,14.08.2015 16:20:00,6.887,
5318,14.08.2015 16:40:00,6.88819,
5319,14.08.2015 17:00:00,6.88159,
5320,14.08.2015 17:20:00,6.88771,
5321,14.08.2015 17:40:00,6.89559,
5322,14.08.2015 18:00:00,6.88789,
5323,14.08.2015 18:20:00,6.88099,
5324,14.08.2015 18:40:00,6.88869,
5325,14.08.2015 19:00:00,6.88954,
5326,14.08.2015 19:20:00,6.88306,
5327,14.08.2015 19:40:00,6.88273,
5328,14.08.2015 20:00:00,6.87921,
5329,14.08.2015 20:20:00,6.88064,
5330,14.08.2015 20:40:00,6.88373,
5331,14.08.2015 21:00:00,6.88255,3.523
5332,14.08.2015 21:20:00,6.88044,
5333,14.08.2015 21:40:00,6.87257,
5334,14.08.2015 22:00:00,6.87329,
5335,14.08.2015 22:20:00,6.8665,
5336,14.08.2015 22:40:00,6.86851,
5337,14.08.2015 23:00:00,6.86839,
5338,14.08.2015 23:20:00,6.87496,
5339,14.08.2015 23:40:00,6.86799,
5340,15.08.2015 00:00:00,6.86897,
5341,15.08.2015 00:20:00,6.86632,
5342,15.08.2015 00:40:00,6.86701,
5343,15.08.2015 01:00:00,6.8698,
5344,15.08.2015 01:20:00,6.8616,
5345,15.08.2015 01:40:00,6.86029,
5346,15.08.2015 02:00:00,6.86632,
5347,15.08.2015 02:20:00,6.86288,
5348,15.08.2015 02:40:00,6.86374,
5349,15.08.2015 03:00:00,6.86094,
5350,15.08.2015 03:20:00,6.86072,
5351,15.08.2015 03:40:00,6.87035,
5352,15.08.2015 04:00:00,6.85925,
5353,15.08.2015 04:20:00,6.85669,
5354,15.08.2015 04:40:00,6.85476,
5355,15.08.2015 05:00:00,6.85747,3.523
5356,15.08.2015 05:20:00,6.85176,
5357,15.08.2015 05:40:00,6.86037,
5358,15.08.2015 06:00:00,6.85852,
5359,15.08.2015 06:20:00,6.85433,
5360,15.08.2015 06:40:00,6.85322,
5361,15.08.2015 07:00:00,6.85216,
5362,15.08.2015 07:20:00,6.85495,
5363,15.08.2015 07:40:00,6.8465,
5364,15.08.2015 08:00:00,6.85169,
5365,15.08.2015 08:20:00,6.84944,
5366,15.08.2015 08:40:00,6.84628,
5367,15.08.2015 09:00:00,6.85066,
5368,15.08.2015 09:20:00,6.85033,
5369,15.08.2015 09:40:00,6.84247,
5370,15.08.2015 10:00:00,6.83926,
5371,15.08.2015 10:20:00,6.84268,
5372,15.08.2015 10:40:00,6.843,
5373,15.08.2015 11:00:00,6.84431,
5374,15.08.2015 11:20:00,6.83941,
5375,15.08.2015 11:40:00,6.83877,
5376,15.08.2015 12:00:00,6.83461,
5377,15.08.2015 12:20:00,6.83159,
5378,15.08.2015 12:40:00,6.83666,
5379,15.08.2015 13:00:00,6.83375,3.522
5380,15.08.2015 13:20:00,6.83473,
5381,15.08.2015 13:40:00,6.82667,
5382,15.08.2015 14:00:00,6.83131,
5383,15.08.2015 14:20:00,6.82263,
5384,15.08.2015 14:40:00,6.82524,
5385,15.08.2015 15:00:00,6.81777,
5386,15.08.2015 15:20:00,6.82208,
5387,15.08.2015 15:40:00,6.82024,
5388,15.08.2015 16:00:00,6.81442,
5389,15.08.2015 16:20:00,6.81563,
5390,15.08.2015 16:40:00,6.81526,
5391,15.08.2015 17:00:00,6.81744,
5392,15.08.2015 17:20:00,6.81468,
5393,15.08.2015 17:40:00,6.80273,
5394,15.08.2015 18:00:00,6.81258,
5395,15.08.2015 18:20:00,6.81013,
5396,15.08.2015 18:40:00,6.80748,
5397,15.08.2015 19:00:00,6.8102,
5398,15.08.2015 19:20:00,6.81307,
5399,15.08.2015 19:40:00,6.80444,
5400,15.08.2015 20:00:00,6.80172,
5401,15.08.2015 20:20:00,6.80439,
5402,15.08.2015 20:40:00,6.80056,
5403,15.08.2015 21:00:00,6.79629,3.521
5404,15.08.2015 21:20:00,6.80228,
5405,15.08.2015 21:40:00,6.7939,
5406,15.08.2015 22:00:00,6.79989,
5407,15.08.2015 22:20:00,6.79136,
5408,15.08.2015 22:40:00,6.79455,
5409,15.08.2015 23:00:00,6.79067,
5410,15.08.2015 23:20:00,6.78645,
5411,15.08.2015 23:40:00,6.7905,
5412,16.08.2015 00:00:00,6.78904,
5413,16.08.2015 00:20:00,6.78742,
5414,16.08.2015 00:40:00,6.78318,
5415,16.08.2015 01:00:00,6.78605,
5416,16.08.2015 01:20:00,6.77996,
5417,16.08.2015 01:40:00,6.7796,
5418,16.08.2015 02:00:00,6.77951,
5419,16.08.2015 02:20:00,6.77143,
5420,16.08.2015 02:40:00,6.77541,
5421,16.08.2015 03:00:00,6.77178,
5422,16.08.2015 03:20:00,6.76863,
5423,16.08.2015 03:40:00,6.77447,
5424,16.08.2015 04:00:00,6.76914,
5425,16.08.2015 04:20:00,6.76942,
5426,16.08.2015 04:40:00,6.7663,
5427,16.08.2015 05:00:00,6.76758,3.522
5428,16.08.2015 05:20:00,6.77059,
5429,16.08.2015 05:40:00,6.76642,
5430,16.08.2015 06:00:00,6.7631,
5431,16.08.2015 06:20:00,6.75552,
5432,16.08.2015 06:40:00,6.75726,
5433,16.08.2015 07:00:00,6.75744,
5434,16.08.2015 07:20:00,6.75578,
5435,16.08.2015 07:40:00,6.74888,
5436,16.08.2015 08:00:00,6.75057,
5437,16.08.2015 08:20:00,6.74793,
5438,16.08.2015 08:40:00,6.74934,
5439,16.08.2015 09:00:00,6.74445,
5440,16.08.2015 09:20:00,6.74473,
5441,16.08.2015 09:40:00,6.74564,
5442,16.08.2015 10:00:00,6.74191,
5443,16.08.2015 10:20:00,6.74506,
5444,16.08.2015 10:40:00,6.74201,
5445,16.08.2015 11:00:00,6.74237,
5446,16.08.2015 11:20:00,6.73494,
5447,16.08.2015 11:40:00,6.73482,
5448,16.08.2015 12:00:00,6.73605,
5449,16.08.2015 12:20:00,6.74045,
5450,16.08.2015 12:40:00,6.7359,
5451,16.08.2015 13:00:00,6.73319,3.52
5452,16.08.2015 13:20:00,6.72981,
5453,16.08.2015 13:40:00,6.73318,
5454,16.08.2015 14:00:00,6.73289,
5455,16.08.2015 14:20:00,6.73027,
5456,16.08.2015 14:40:00,6.72723,
5457,16.08.2015 15:00:00,6.72544,
5458,16.08.2015 15:20:00,6.7229,
5459,16.08.2015 15:40:00,6.72236,
5460,16.08.2015 16:00:00,6.7191,
5461,16.08.2015 16:20:00,6.72254,
5462,16.08.2015 16:40:00,6.71557,
5463,16.08.2015 17:00:00,6.71811,
5464,16.08.2015 17:20:00,6.71404,
5465,16.08.2015 17:40:00,6.71459,
5466,16.08.2015 18:00:00,6.71273,
5467,16.08.2015 18:20:00,6.71397,
5468,16.08.2015 18:40:00,6.71346,
5469,16.08.2015 19:00:00,6.70483,
5470,16.08.2015 19:20:00,6.71291,
5471,16.08.2015 19:40:00,6.71368,
5472,16.08.2015 20:00:00,6.70329,
5473,16.08.2015 20:20:00,6.70398,
5474,16.08.2015 20:40:00,6.70674,
5475,16.08.2015 21:00:00,6.70697,3.52
5476,16.08.2015 21:20:00,6.70053,
5477,16.08.2015 21:40:00,6.70184,
5478,16.08.2015 22:00:00,6.69738,
5479,16.08.2015 22:20:00,6.69444,
5480,16.08.2015 22:40:00,6.69233,
5481,16.08.2015 23:00:00,6.69066,
5482,16.08.2015 23:20:00,6.69135,
5483,16.08.2015 23:40:00,6.68964,
5484,17.08.2015 00:00:00,6.6847,
5485,17.08.2015 00:20:00,6.68797,
5486,17.08.2015 00:40:00,6.68631,
5487,17.08.2015 01:00:00,6.68246,
5488,17.08.2015 01:20:00,6.67959,
5489,17.08.2015 01:40:00,6.68634,
5490,17.08.2015 02:00:00,6.68213,
5491,17.08.2015 02:20:00,6.67801,
5492,17.08.2015 02:40:00,6.67785,
5493,17.08.2015 03:00:00,6.66975,
5494,17.08.2015 03:20:00,6.67146,
5495,17.08.2015 03:40:00,6.67091,
5496,17.08.2015 04:00:00,6.67293,
5497,17.08.2015 04:20:00,6.66988,
5498,17.08.2015 04:40:00,6.66991,
5499,17.08.2015 05:00:00,6.67088,3.521
5500,17.08.2015 05:20:00,6.66676,
5501,17.08.2015 05:40:00,6.66948,
5502,17.08.2015 06:00:00,6.66752,
5503,17.08.2015 06:20:00,6.66281,
5504,17.08.2015 06:40:00,6.6607,
5505,17.08.2015 07:00:00,6.65816,
5506,17.08.2015 07:20:00,6.6571,
5507,17.08.2015 07:40:00,6.65239,
5508,17.08.2015 08:00:00,6.65682,
5509,17.08.2015 08:20:00,6.65524,
5510,17.08.2015 08:40:00,6.65557,
5511,17.08.2015 09:00:00,6.65343,
5512,17.08.2015 09:20:00,6.64628,
5513,17.08.2015 09:40:00,6.64661,
5514,17.08.2015 10:00:00,6.64313,
5515,17.08.2015 10:20:00,6.64658,
5516,17.08.2015 10:40:00,6.64469,
5517,17.08.2015 11:00:00,6.63549,
5518,17.08.2015 11:20:00,6.63556,
5519,17.08.2015 11:40:00,6.63901,
5520,17.08.2015 12:00:00,6.6365,
5521,17.08.2015 12:20:00,6.64057,
5522,17.08.2015 12:40:00,6.63961,
5523,17.08.2015 13:00:00,6.62987,3.518
5524,17.08.2015 13:20:00,6.62507,
5525,17.08.2015 13:40:00,6.62515,
5526,17.08.2015 14:00:00,6.62748,
5527,17.08.2015 14:20:00,6.63335,
5528,17.08.2015 14:40:00,6.62656,
5529,17.08.2015 15:00:00,6.62475,
5530,17.08.2015 15:20:00,6.62787,
5531,17.08.2015 15:40:00,6.62461,
5532,17.08.2015 16:00:00,6.61803,
5533,17.08.2015 16:20:00,6.62824,
5534,17.08.2015 16:40:00,6.61853,
5535,17.08.2015 17:00:00,6.62348,
5536,17.08.2015 17:20:00,6.61606,
5537,17.08.2015 17:40:00,6.61458,
5538,17.08.2015 18:00:00,6.61531,
5539,17.08.2015 18:20:00,6.61254,
5540,17.08.2015 18:40:00,6.61217,
5541,17.08.2015 19:00:00,6.6093,
5542,17.08.2015 19:20:00,6.60547,
5543,17.08.2015 19:40:00,6.60851,
5544,17.08.2015 20:00:00,6.6107,
5545,17.08.2015 20:20:00,6.60758,
5546,17.08.2015 20:40:00,6.60456,
5547,17.08.2015 21:00:00,6.60044,3.52
5548,17.08.2015 21:20:00,6.60245,
5549,17.08.2015 21:40:00,6.59991,
5550,17.08.2015 22:00:00,6.59399,
5551,17.08.2015 22:20:00,6.59918,
5552,17.08.2015 22:40:00,6.59584,
5553,17.08.2015 23:00:00,6.59347,
5554,17.08.2015 23:20:00,6.59735,
5555,17.08.2015 23:40:00,6.59194,
5556,18.08.2015 00:00:00,6.59098,
5557,18.08.2015 00:20:00,6.58901,
5558,18.08.2015 00:40:00,6.59148,
5559,18.08.2015 01:00:00,6.58763,
5560,18.08.2015 01:20:00,6.58298,
5561,18.08.2015 01:40:00,6.58574,
5562,18.08.2015 02:00:00,6.58139,
5563,18.08.2015 02:20:00,6.58185,
5564,18.08.2015 02:40:00,6.58363,
5565,18.08.2015 03:00:00,6.58112,
5566,18.08.2015 03:20:00,6.58099,
5567,18.08.2015 03:40:00,6.58069,
5568,18.08.2015 04:00:00,6.57651,
5569,18.08.2015 04:20:00,6.58073,
5570,18.08.2015 04:40:00,6.57693,
5571,18.08.2015 05:00:00,6.57805,3.52
5572,18.08.2015 05:20:00,6.56403,
5573,18.08.2015 05:40:00,6.56944,
5574,18.08.2015 06:00:00,6.56951,
5575,18.08.2015 06:20:00,6.56529,
5576,18.08.2015 06:40:00,6.56544,
5577,18.08.2015 07:00:00,6.56435,
5578,18.08.2015 07:20:00,6.56167,
5579,18.08.2015 07:40:00,6.56229,
5580,18.08.2015 08:00:00,6.55967,
5581,18.08.2015 08:20:00,6.55822,
5582,18.08.2015 08:40:00,6.5605,
5583,18.08.2015 09:00:00,6.5563,
5584,18.08.2015 09:20:00,6.5622,
5585,18.08.2015 09:40:00,6.55386,
5586,18.08.2015 10:00:00,6.55621,
5587,18.08.2015 10:20:00,6.55303,
5588,18.08.2015 10:40:00,6.549,
5589,18.08.2015 11:00:00,6.55412,
5590,18.08.2015 11:20:00,6.55404,
5591,18.08.2015 11:40:00,6.55067,
5592,18.08.2015 12:00:00,6.5512,
5593,18.08.2015 12:20:00,6.54362,
5594,18.08.2015 12:40:00,6.54634,
5595,18.08.2015 13:00:00,6.5441,3.52
5596,18.08.2015 13:20:00,6.5427,
5597,18.08.2015 13:40:00,6.53643,
5598,18.08.2015 14:00:00,6.54365,
5599,18.08.2015 14:20:00,6.54387,
5600,18.08.2015 14:40:00,6.53773,
5601,18.08.2015 15:00:00,6.54028,
5602,18.08.2015 15:20:00,6.53708,
5603,18.08.2015 15:40:00,6.53549,
5604,18.08.2015 16:00:00,6.53271,
5605,18.08.2015 16:20:00,6.53411,
5606,18.08.2015 16:40:00,6.53711,
5607,18.08.2015 17:00:00,6.53522,
5608,18.08.2015 17:20:00,6.53054,
5609,18.08.2015 17:40:00,6.52565,
5610,18.08.2015 18:00:00,6.52513,
5611,18.08.2015 18:20:00,6.52583,
5612,18.08.2015 18:40:00,6.51944,
5613,18.08.2015 19:00:00,6.5243,
5614,18.08.2015 19:20:00,6.5215,
5615,18.08.2015 19:40:00,6.51497,
5616,18.08.2015 20:00:00,6.51688,
5617,18.08.2015 20:20:00,6.51263,
5618,18.08.2015 20:40:00,6.51305,
5619,18.08.2015 21:00:00,6.50996,3.518
5620,18.08.2015 21:20:00,6.50281,
5621,18.08.2015 21:40:00,6.50321,
5622,18.08.2015 22:00:00,6.5078,
5623,18.08.2015 22:20:00,6.50367,
5624,18.08.2015 22:40:00,6.49986,
5625,18.08.2015 23:00:00,6.4971,
5626,18.08.2015 23:20:00,6.50324,
5627,18.08.2015 23:40:00,6.50098,
5628,19.08.2015 00:00:00,6.49918,
5629,19.08.2015 00:20:00,6.49279,
5630,19.08.2015 00:40:00,6.49469,
5631,19.08.2015 01:00:00,6.49307,
5632,19.08.2015 01:20:00,6.49747,
5633,19.08.2015 01:40:00,6.48864,
5634,19.08.2015 02:00:00,6.49045,
5635,19.08.2015 02:20:00,6.48439,
5636,19.08.2015 02:40:00,6.48359,
5637,19.08.2015 03:00:00,6.48555,
5638,19.08.2015 03:20:00,6.47687,
5639,19.08.2015 03:40:00,6.47876,
5640,19.08.2015 04:00:00,6.47611,
5641,19.08.2015 04:20:00,6.47622,
5642,19.08.2015 04:40:00,6.47327,
5643,19.08.2015 05:00:00,6.47506,3.516
5644,19.08.2015 05:20:00,6.47292,
5645,19.08.2015 05:40:00,6.47082,
5646,19.08.2015 06:00:00,6.46914,
5647,19.08.2015 06:20:00,6.46926,
5648,19.08.2015 06:40:00,6.46479,
5649,19.08.2015 07:00:00,6.46599,
5650,19.08.2015 07:20:00,6.46272,
5651,19.08.2015 07:40:00,6.46061,
5652,19.08.2015 08:00:00,6.45683,
5653,19.08.2015 08:20:00,6.4548,
5654,19.08.2015 08:40:00,6.45475,
5655,19.08.2015 09:00:00,6.45404,
5656,19.08.2015 09:20:00,6.44793,
5657,19.08.2015 09:40:00,6.44989,
5658,19.08.2015 10:00:00,6.44405,
5659,19.08.2015 10:20:00,6.44429,
5660,19.08.2015 10:40:00,6.44365,
5661,19.08.2015 11:00:00,6.4423,
5662,19.08.2015 11:20:00,6.44337,
5663,19.08.2015 11:40:00,6.43998,
5664,19.08.2015 12:00:00,6.43701,
5665,19.08.2015 12:20:00,6.43696,
5666,19.08.2015 12:40:00,6.43149,
5667,19.08.2015 13:00:00,6.4317,3.518
5668,19.08.2015 13:20:00,6.43351,
5669,19.08.2015 13:40:00,6.4332,
5670,19.08.2015 14:00:00,6.42717,
5671,19.08.2015 14:20:00,6.42797,
5672,19.08.2015 14:40:00,6.42357,
5673,19.08.2015 15:00:00,6.4163,
5674,19.08.2015 15:20:00,6.41942,
5675,19.08.2015 15:40:00,6.42042,
5676,19.08.2015 16:00:00,6.4171,
5677,19.08.2015 16:20:00,6.41325,
5678,19.08.2015 16:40:00,6.41394,
5679,19.08.2015 17:00:00,6.41077,
5680,19.08.2015 17:20:00,6.40905,
5681,19.08.2015 17:40:00,6.4057,
5682,19.08.2015 18:00:00,6.40215,
5683,19.08.2015 18:20:00,6.40297,
5684,19.08.2015 18:40:00,6.39986,
5685,19.08.2015 19:00:00,6.39594,
5686,19.08.2015 19:20:00,6.3932,
5687,19.08.2015 19:40:00,6.39313,
5688,19.08.2015 20:00:00,6.39259,
5689,19.08.2015 20:20:00,6.38794,
5690,19.08.2015 20:40:00,6.39255,
5691,19.08.2015 21:00:00,6.38595,3.517
5692,19.08.2015 21:20:00,6.38489,
5693,19.08.2015 21:40:00,6.38885,
5694,19.08.2015 22:00:00,6.381,
5695,19.08.2015 22:20:00,6.3781,
5696,19.08.2015 22:40:00,6.38036,
5697,19.08.2015 23:00:00,6.37498,
5698,19.08.2015 23:20:00,6.37208,
5699,19.08.2015 23:40:00,6.37513,
5700,20.08.2015 00:00:00,6.3655,
5701,20.08.2015 00:20:00,6.36449,
5702,20.08.2015 00:40:00,6.36826,
5703,20.08.2015 01:00:00,6.36852,
5704,20.08.2015 01:20:00,6.36361,
5705,20.08.2015 01:40:00,6.36263,
5706,20.08.2015 02:00:00,6.35628,
5707,20.08.2015 02:20:00,6.35283,
5708,20.08.2015 02:40:00,6.3553,
5709,20.08.2015 03:00:00,6.34989,
5710,20.08.2015 03:20:00,6.34928,
5711,20.08.2015 03:40:00,6.35211,
5712,20.08.2015 04:00:00,6.34898,
5713,20.08.2015 04:20:00,6.34189,
5714,20.08.2015 04:40:00,6.33693,
5715,20.08.2015 05:00:00,6.34038,3.516
5716,20.08.2015 05:20:00,6.34219,
5717,20.08.2015 05:40:00,6.33784,
5718,20.08.2015 06:00:00,6.33904,
5719,20.08.2015 06:20:00,6.33042,
5720,20.08.2015 06:40:00,6.335,
5721,20.08.2015 07:00:00,6.32651,
5722,20.08.2015 07:20:00,6.32556,
5723,20.08.2015 07:40:00,6.32742,
5724,20.08.2015 08:00:00,6.31939,
5725,20.08.2015 08:20:00,6.31891,
5726,20.08.2015 08:40:00,6.31902,
5727,20.08.2015 09:00:00,6.3211,
5728,20.08.2015 09:20:00,6.31677,
5729,20.08.2015 09:40:00,6.31584,
5730,20.08.2015 10:00:00,6.306,
5731,20.08.2015 10:20:00,6.31059,
5732,20.08.2015 10:40:00,6.30246,
5733,20.08.2015 11:00:00,6.30787,
5734,20.08.2015 11:20:00,6.30769,
5735,20.08.2015 11:40:00,6.29757,
5736,20.08.2015 12:00:00,6.30497,
5737,20.08.2015 12:20:00,6.29422,
5738,20.08.2015 12:40:00,6.28968,
5739,20.08.2015 13:00:00,6.28975,3.517
5740,20.08.2015 13:20:00,6.29549,
5741,20.08.2015 13:40:00,6.29481,
5742,20.08.2015 14:00:00,6.29106,
5743,20.08.2015 14:20:00,6.2902,
5744,20.08.2015 14:40:00,6.28721,
5745,20.08.2015 15:00:00,6.28394,
5746,20.08.2015 15:20:00,6.28507,
5747,20.08.2015 15:40:00,6.28107,
5748,20.08.2015 16:00:00,6.27817,
5749,20.08.2015 16:20:00,6.27548,
5750,20.08.2015 16:40:00,6.27349,
5751,20.08.2015 17:00:00,6.27654,
5752,20.08.2015 17:20:00,6.26854,
5753,20.08.2015 17:40:00,6.27722,
5754,20.08.2015 18:00:00,6.26979,
5755,20.08.2015 18:20:00,6.26743,
5756,20.08.2015 18:40:00,6.26337,
5757,20.08.2015 19:00:00,6.25675,
5758,20.08.2015 19:20:00,6.26089,
5759,20.08.2015 19:40:00,6.26129,
5760,20.08.2015 20:00:00,6.25988,
5761,20.08.2015 20:20:00,6.25816,
5762,20.08.2015 20:40:00,6.25442,
5763,20.08.2015 21:00:00,6.25482,3.516
5764,20.08.2015 21:20:00,6.25134,
5765,20.08.2015 21:40:00,6.24788,
5766,20.08.2015 22:00:00,6.24465,
5767,20.08.2015 22:20:00,6.24437,
5768,20.08.2015 22:40:00,6.2407,
5769,20.08.2015 23:00:00,6.2411,
5770,20.08.2015 23:20:00,6.24118,
5771,20.08.2015 23:40:00,6.23137,
5772,21.08.2015 00:00:00,6.23779,
5773,21.08.2015 00:20:00,6.23398,
5774,21.08.2015 00:40:00,6.23587,
5775,21.08.2015 01:00:00,6.22552,
5776,21.08.2015 01:20:00,6.23101,
5777,21.08.2015 01:40:00,6.22535,
5778,21.08.2015 02:00:00,6.22633,
5779,21.08.2015 02:20:00,6.22731,
5780,21.08.2015 02:40:00,6.22294,
5781,21.08.2015 03:00:00,6.22132,
