Logger: #E50A33 'PT1000TEMP' - USP_EXP2 - (CGI) Expander for GP5W - (V2.60, Mai 12 2013),,
No,Time,#1:oC,#HK-Bat:V
5782,21.08.2015 03:20:00,6.22037,
5783,21.08.2015 03:40:00,6.22334,
5784,21.08.2015 04:00:00,6.22301,
5785,21.08.2015 04:20:00,6.22631,
5786,21.08.2015 04:40:00,6.22966,
5787,21.08.2015 05:00:00,6.22206,3.516
5788,21.08.2015 05:20:00,6.22698,
5789,21.08.2015 05:40:00,6.2304,
5790,21.08.2015 06:00:00,6.22367,
5791,21.08.2015 06:20:00,6.22995,
5792,21.08.2015 06:40:00,6.22981,
5793,21.08.2015 07:00:00,6.23061,
5794,21.08.2015 07:20:00,6.22945,
5795,21.08.2015 07:40:00,6.23119,
5796,21.08.2015 08:00:00,6.22784,
5797,21.08.2015 08:20:00,6.23385,
5798,21.08.2015 08:40:00,6.23733,
5799,21.08.2015 09:00:00,6.23816,
5800,21.08.2015 09:20:00,6.23969,
5801,21.08.2015 09:40:00,6.24085,
5802,21.08.2015 10:00:00,6.25304,
5803,21.08.2015 10:20:00,6.24306,
5804,21.08.2015 10:40:00,6.24822,
5805,21.08.2015 11:00:00,6.25167,
5806,21.08.2015 11:20:00,6.25449,
5807,21.08.2015 11:40:00,6.25124,
5808,21.08.2015 12:00:00,6.25333,
5809,21.08.2015 12:20:00,6.25821,
5810,21.08.2015 12:40:00,6.25461,
5811,21.08.2015 13:00:00,6.26026,3.516
5812,21.08.2015 13:20:00,6.25436,
5813,21.08.2015 13:40:00,6.25766,
5814,21.08.2015 14:00:00,6.25794,
5815,21.08.2015 14:20:00,6.26056,
5816,21.08.2015 14:40:00,6.2549,
5817,21.08.2015 15:00:00,6.25933,
5818,21.08.2015 15:20:00,6.26163,
5819,21.08.2015 15:40:00,6.26124,
5820,21.08.2015 16:00:00,6.26242,
5821,21.08.2015 16:20:00,6.26627,
5822,21.08.2015 16:40:00,6.26683,
5823,21.08.2015 17:00:00,6.26433,
5824,21.08.2015 17:20:00,6.26649,
5825,21.08.2015 17:40:00,6.2745,
5826,21.08.2015 18:00:00,6.26295,
5827,21.08.2015 18:20:00,6.2701,
5828,21.08.2015 18:40:00,6.26539,
5829,21.08.2015 19:00:00,6.27108,
5830,21.08.2015 19:20:00,6.26997,
5831,21.08.2015 19:40:00,6.27068,
5832,21.08.2015 20:00:00,6.26547,
5833,21.08.2015 20:20:00,6.26576,
5834,21.08.2015 20:40:00,6.26833,
5835,21.08.2015 21:00:00,6.27052,3.515
5836,21.08.2015 21:20:00,6.26279,
5837,21.08.2015 21:40:00,6.26237,
5838,21.08.2015 22:00:00,6.26637,
5839,21.08.2015 22:20:00,6.26778,
5840,21.08.2015 22:40:00,6.27034,
5841,21.08.2015 23:00:00,6.26778,
5842,21.08.2015 23:20:00,6.26833,
5843,21.08.2015 23:40:00,6.2631,
5844,22.08.2015 00:00:00,6.26395,
5845,22.08.2015 00:20:00,6.26771,
5846,22.08.2015 00:40:00,6.26826,
5847,22.08.2015 01:00:00,6.26747,
5848,22.08.2015 01:20:00,6.26627,
5849,22.08.2015 01:40:00,6.2602,
5850,22.08.2015 02:00:00,6.26111,
5851,22.08.2015 02:20:00,6.25933,
5852,22.08.2015 02:40:00,6.2598,
5853,22.08.2015 03:00:00,6.25947,
5854,22.08.2015 03:20:00,6.255,
5855,22.08.2015 03:40:00,6.25776,
5856,22.08.2015 04:00:00,6.252,
5857,22.08.2015 04:20:00,6.25396,
5858,22.08.2015 04:40:00,6.25393,
5859,22.08.2015 05:00:00,6.25134,3.517
5860,22.08.2015 05:20:00,6.2473,
5861,22.08.2015 05:40:00,6.24339,
5862,22.08.2015 06:00:00,6.24647,
5863,22.08.2015 06:20:00,6.24219,
5864,22.08.2015 06:40:00,6.23453,
5865,22.08.2015 07:00:00,6.23609,
5866,22.08.2015 07:20:00,6.23416,
5867,22.08.2015 07:40:00,6.23061,
5868,22.08.2015 08:00:00,6.23137,
5869,22.08.2015 08:20:00,6.233,
5870,22.08.2015 08:40:00,6.22465,
5871,22.08.2015 09:00:00,6.22285,
5872,22.08.2015 09:20:00,6.22233,
5873,22.08.2015 09:40:00,6.22668,
5874,22.08.2015 10:00:00,6.21931,
5875,22.08.2015 10:20:00,6.22331,
5876,22.08.2015 10:40:00,6.21282,
5877,22.08.2015 11:00:00,6.2172,
5878,22.08.2015 11:20:00,6.21607,
5879,22.08.2015 11:40:00,6.21005,
5880,22.08.2015 12:00:00,6.20992,
5881,22.08.2015 12:20:00,6.20715,
5882,22.08.2015 12:40:00,6.20199,
5883,22.08.2015 13:00:00,6.19911,3.516
5884,22.08.2015 13:20:00,6.20418,
5885,22.08.2015 13:40:00,6.19908,
5886,22.08.2015 14:00:00,6.20366,
5887,22.08.2015 14:20:00,6.19644,
5888,22.08.2015 14:40:00,6.194,
5889,22.08.2015 15:00:00,6.19022,
5890,22.08.2015 15:20:00,6.19216,
5891,22.08.2015 15:40:00,6.19052,
5892,22.08.2015 16:00:00,6.18272,
5893,22.08.2015 16:20:00,6.18214,
5894,22.08.2015 16:40:00,6.17519,
5895,22.08.2015 17:00:00,6.1752,
5896,22.08.2015 17:20:00,6.18239,
5897,22.08.2015 17:40:00,6.17912,
5898,22.08.2015 18:00:00,6.1757,
5899,22.08.2015 18:20:00,6.16714,
5900,22.08.2015 18:40:00,6.16531,
5901,22.08.2015 19:00:00,6.16775,
5902,22.08.2015 19:20:00,6.1687,
5903,22.08.2015 19:40:00,6.16394,
5904,22.08.2015 20:00:00,6.1655,
5905,22.08.2015 20:20:00,6.16818,
5906,22.08.2015 20:40:00,6.15962,
5907,22.08.2015 21:00:00,6.16561,3.516
5908,22.08.2015 21:20:00,6.16336,
5909,22.08.2015 21:40:00,6.16608,
5910,22.08.2015 22:00:00,6.16271,
5911,22.08.2015 22:20:00,6.16381,
5912,22.08.2015 22:40:00,6.15813,
5913,22.08.2015 23:00:00,6.16619,
5914,22.08.2015 23:20:00,6.16143,
5915,22.08.2015 23:40:00,6.15382,
5916,23.08.2015 00:00:00,6.15878,
5917,23.08.2015 00:20:00,6.15672,
5918,23.08.2015 00:40:00,6.14895,
5919,23.08.2015 01:00:00,6.1463,
5920,23.08.2015 01:20:00,6.14822,
5921,23.08.2015 01:40:00,6.14412,
5922,23.08.2015 02:00:00,6.14514,
5923,23.08.2015 02:20:00,6.14422,
5924,23.08.2015 02:40:00,6.14789,
5925,23.08.2015 03:00:00,6.14318,
5926,23.08.2015 03:20:00,6.13432,
5927,23.08.2015 03:40:00,6.13352,
5928,23.08.2015 04:00:00,6.13671,
5929,23.08.2015 04:20:00,6.13793,
5930,23.08.2015 04:40:00,6.12811,
5931,23.08.2015 05:00:00,6.13478,3.515
5932,23.08.2015 05:20:00,6.13417,
5933,23.08.2015 05:40:00,6.12931,
5934,23.08.2015 06:00:00,6.12055,
5935,23.08.2015 06:20:00,6.12204,
5936,23.08.2015 06:40:00,6.12353,
5937,23.08.2015 07:00:00,6.12139,
5938,23.08.2015 07:20:00,6.11874,
5939,23.08.2015 07:40:00,6.1158,
5940,23.08.2015 08:00:00,6.11635,
5941,23.08.2015 08:20:00,6.11718,
5942,23.08.2015 08:40:00,6.11409,
5943,23.08.2015 09:00:00,6.11648,
5944,23.08.2015 09:20:00,6.11608,
5945,23.08.2015 09:40:00,6.1151,
5946,23.08.2015 10:00:00,6.1151,
5947,23.08.2015 10:20:00,6.11925,
5948,23.08.2015 10:40:00,6.12051,
5949,23.08.2015 11:00:00,6.11957,
5950,23.08.2015 11:20:00,6.12197,
5951,23.08.2015 11:40:00,6.11996,
5952,23.08.2015 12:00:00,6.11822,
5953,23.08.2015 12:20:00,6.12039,
5954,23.08.2015 12:40:00,6.12124,
5955,23.08.2015 13:00:00,6.12522,3.513
5956,23.08.2015 13:20:00,6.11809,
5957,23.08.2015 13:40:00,6.12454,
5958,23.08.2015 14:00:00,6.12335,
5959,23.08.2015 14:20:00,6.13082,
5960,23.08.2015 14:40:00,6.12617,
5961,23.08.2015 15:00:00,6.12439,
5962,23.08.2015 15:20:00,6.12146,
5963,23.08.2015 15:40:00,6.13395,
5964,23.08.2015 16:00:00,6.13209,
5965,23.08.2015 16:20:00,6.13286,
5966,23.08.2015 16:40:00,6.12109,
5967,23.08.2015 17:00:00,6.12992,
5968,23.08.2015 17:20:00,6.1346,
5969,23.08.2015 17:40:00,6.13145,
5970,23.08.2015 18:00:00,6.1306,
5971,23.08.2015 18:20:00,6.12965,
5972,23.08.2015 18:40:00,6.12712,
5973,23.08.2015 19:00:00,6.1203,
5974,23.08.2015 19:20:00,6.12522,
5975,23.08.2015 19:40:00,6.12237,
5976,23.08.2015 20:00:00,6.11816,
5977,23.08.2015 20:20:00,6.12599,
5978,23.08.2015 20:40:00,6.12524,
5979,23.08.2015 21:00:00,6.11266,3.515
5980,23.08.2015 21:20:00,6.11266,
5981,23.08.2015 21:40:00,6.11696,
5982,23.08.2015 22:00:00,6.10566,
5983,23.08.2015 22:20:00,6.1077,
5984,23.08.2015 22:40:00,6.11635,
5985,23.08.2015 23:00:00,6.10633,
5986,23.08.2015 23:20:00,6.10725,
5987,23.08.2015 23:40:00,6.10556,
5988,24.08.2015 00:00:00,6.10047,
5989,24.08.2015 00:20:00,6.09869,
5990,24.08.2015 00:40:00,6.10181,
5991,24.08.2015 01:00:00,6.09783,
5992,24.08.2015 01:20:00,6.09579,
5993,24.08.2015 01:40:00,6.09444,
5994,24.08.2015 02:00:00,6.08683,
5995,24.08.2015 02:20:00,6.08784,
5996,24.08.2015 02:40:00,6.08265,
5997,24.08.2015 03:00:00,6.08326,
5998,24.08.2015 03:20:00,6.08274,
5999,24.08.2015 03:40:00,6.08308,
6000,24.08.2015 04:00:00,6.0789,
6001,24.08.2015 04:20:00,6.0743,
6002,24.08.2015 04:40:00,6.07837,
6003,24.08.2015 05:00:00,6.07847,3.514
6004,24.08.2015 05:20:00,6.06428,
6005,24.08.2015 05:40:00,6.06678,
6006,24.08.2015 06:00:00,6.06881,
6007,24.08.2015 06:20:00,6.06987,
6008,24.08.2015 06:40:00,6.06597,
6009,24.08.2015 07:00:00,6.0637,
6010,24.08.2015 07:20:00,6.05807,
6011,24.08.2015 07:40:00,6.05693,
6012,24.08.2015 08:00:00,6.05636,
6013,24.08.2015 08:20:00,6.05105,
6014,24.08.2015 08:40:00,6.0491,
6015,24.08.2015 09:00:00,6.04589,
6016,24.08.2015 09:20:00,6.04732,
6017,24.08.2015 09:40:00,6.04259,
6018,24.08.2015 10:00:00,6.03434,
6019,24.08.2015 10:20:00,6.03021,
6020,24.08.2015 10:40:00,6.03751,
6021,24.08.2015 11:00:00,6.02593,
6022,24.08.2015 11:20:00,6.02615,
6023,24.08.2015 11:40:00,6.01954,
6024,24.08.2015 12:00:00,6.01986,
6025,24.08.2015 12:20:00,6.01579,
6026,24.08.2015 12:40:00,6.01652,
6027,24.08.2015 13:00:00,6.01652,3.514
6028,24.08.2015 13:20:00,6.00894,
6029,24.08.2015 13:40:00,6.00662,
6030,24.08.2015 14:00:00,6.00506,
6031,24.08.2015 14:20:00,6.00506,
6032,24.08.2015 14:40:00,6.00268,
6033,24.08.2015 15:00:00,5.99495,
6034,24.08.2015 15:20:00,6.00069,
6035,24.08.2015 15:40:00,5.99285,
6036,24.08.2015 16:00:00,5.99248,
6037,24.08.2015 16:20:00,5.99079,
6038,24.08.2015 16:40:00,5.98309,
6039,24.08.2015 17:00:00,5.98465,
6040,24.08.2015 17:20:00,5.98007,
6041,24.08.2015 17:40:00,5.98007,
6042,24.08.2015 18:00:00,5.98098,
6043,24.08.2015 18:20:00,5.97401,
6044,24.08.2015 18:40:00,5.9695,
6045,24.08.2015 19:00:00,5.96928,
6046,24.08.2015 19:20:00,5.96577,
6047,24.08.2015 19:40:00,5.95687,
6048,24.08.2015 20:00:00,5.96104,
6049,24.08.2015 20:20:00,5.95764,
6050,24.08.2015 20:40:00,5.95161,
6051,24.08.2015 21:00:00,5.94907,3.514
6052,24.08.2015 21:20:00,5.94929,
6053,24.08.2015 21:40:00,5.95165,
6054,24.08.2015 22:00:00,5.94947,
6055,24.08.2015 22:20:00,5.94074,
6056,24.08.2015 22:40:00,5.94001,
6057,24.08.2015 23:00:00,5.93769,
6058,24.08.2015 23:20:00,5.93149,
6059,24.08.2015 23:40:00,5.9317,
6060,25.08.2015 00:00:00,5.92787,
6061,25.08.2015 00:20:00,5.9284,
6062,25.08.2015 00:40:00,5.92263,
6063,25.08.2015 01:00:00,5.91574,
6064,25.08.2015 01:20:00,5.91672,
6065,25.08.2015 01:40:00,5.90985,
6066,25.08.2015 02:00:00,5.90993,
6067,25.08.2015 02:20:00,5.9072,
6068,25.08.2015 02:40:00,5.90487,
6069,25.08.2015 03:00:00,5.90182,
6070,25.08.2015 03:20:00,5.90038,
6071,25.08.2015 03:40:00,5.89671,
6072,25.08.2015 04:00:00,5.89409,
6073,25.08.2015 04:20:00,5.88788,
6074,25.08.2015 04:40:00,5.88546,
6075,25.08.2015 05:00:00,5.88581,3.511
6076,25.08.2015 05:20:00,5.87351,
6077,25.08.2015 05:40:00,5.8831,
6078,25.08.2015 06:00:00,5.87935,
6079,25.08.2015 06:20:00,5.87554,
6080,25.08.2015 06:40:00,5.87174,
6081,25.08.2015 07:00:00,5.87129,
6082,25.08.2015 07:20:00,5.86857,
6083,25.08.2015 07:40:00,5.86407,
6084,25.08.2015 08:00:00,5.86422,
6085,25.08.2015 08:20:00,5.85705,
6086,25.08.2015 08:40:00,5.85711,
6087,25.08.2015 09:00:00,5.85555,
6088,25.08.2015 09:20:00,5.85068,
6089,25.08.2015 09:40:00,5.85455,
6090,25.08.2015 10:00:00,5.84712,
6091,25.08.2015 10:20:00,5.84239,
6092,25.08.2015 10:40:00,5.84494,
6093,25.08.2015 11:00:00,5.84008,
6094,25.08.2015 11:20:00,5.84079,
6095,25.08.2015 11:40:00,5.83661,
6096,25.08.2015 12:00:00,5.83618,
6097,25.08.2015 12:20:00,5.83183,
6098,25.08.2015 12:40:00,5.83257,
6099,25.08.2015 13:00:00,5.83024,3.513
6100,25.08.2015 13:20:00,5.82356,
6101,25.08.2015 13:40:00,5.81949,
6102,25.08.2015 14:00:00,5.81866,
6103,25.08.2015 14:20:00,5.82105,
6104,25.08.2015 14:40:00,5.81723,
6105,25.08.2015 15:00:00,5.81131,
6106,25.08.2015 15:20:00,5.81403,
6107,25.08.2015 15:40:00,5.80965,
6108,25.08.2015 16:00:00,5.80572,
6109,25.08.2015 16:20:00,5.80156,
6110,25.08.2015 16:40:00,5.80409,
6111,25.08.2015 17:00:00,5.80268,
6112,25.08.2015 17:20:00,5.80614,
6113,25.08.2015 17:40:00,5.79022,
6114,25.08.2015 18:00:00,5.79037,
6115,25.08.2015 18:20:00,5.78646,
6116,25.08.2015 18:40:00,5.78891,
6117,25.08.2015 19:00:00,5.78438,
6118,25.08.2015 19:20:00,5.79756,
6119,25.08.2015 19:40:00,5.78393,
6120,25.08.2015 20:00:00,5.7806,
6121,25.08.2015 20:20:00,5.77565,
6122,25.08.2015 20:40:00,5.78042,
6123,25.08.2015 21:00:00,5.77378,3.511
6124,25.08.2015 21:20:00,5.76718,
6125,25.08.2015 21:40:00,5.76728,
6126,25.08.2015 22:00:00,5.76235,
6127,25.08.2015 22:20:00,5.76412,
6128,25.08.2015 22:40:00,5.76016,
6129,25.08.2015 23:00:00,5.759,
6130,25.08.2015 23:20:00,5.76235,
6131,25.08.2015 23:40:00,5.75425,
6132,26.08.2015 00:00:00,5.74922,
6133,26.08.2015 00:20:00,5.74851,
6134,26.08.2015 00:40:00,5.74695,
6135,26.08.2015 01:00:00,5.74186,
6136,26.08.2015 01:20:00,5.74111,
6137,26.08.2015 01:40:00,5.73764,
6138,26.08.2015 02:00:00,5.73813,
6139,26.08.2015 02:20:00,5.73137,
6140,26.08.2015 02:40:00,5.72626,
6141,26.08.2015 03:00:00,5.73482,
6142,26.08.2015 03:20:00,5.72334,
6143,26.08.2015 03:40:00,5.72313,
6144,26.08.2015 04:00:00,5.72221,
6145,26.08.2015 04:20:00,5.72144,
6146,26.08.2015 04:40:00,5.71739,
6147,26.08.2015 05:00:00,5.70937,3.511
6148,26.08.2015 05:20:00,5.71123,
6149,26.08.2015 05:40:00,5.70639,
6150,26.08.2015 06:00:00,5.70712,
6151,26.08.2015 06:20:00,5.6996,
6152,26.08.2015 06:40:00,5.69794,
6153,26.08.2015 07:00:00,5.69917,
6154,26.08.2015 07:20:00,5.69651,
6155,26.08.2015 07:40:00,5.6926,
6156,26.08.2015 08:00:00,5.68649,
6157,26.08.2015 08:20:00,5.69507,
6158,26.08.2015 08:40:00,5.68374,
6159,26.08.2015 09:00:00,5.69016,
6160,26.08.2015 09:20:00,5.68093,
6161,26.08.2015 09:40:00,5.67495,
6162,26.08.2015 10:00:00,5.67768,
6163,26.08.2015 10:20:00,5.67264,
6164,26.08.2015 10:40:00,5.67274,
6165,26.08.2015 11:00:00,5.66959,
6166,26.08.2015 11:20:00,5.66519,
6167,26.08.2015 11:40:00,5.66293,
6168,26.08.2015 12:00:00,5.66562,
6169,26.08.2015 12:20:00,5.66262,
6170,26.08.2015 12:40:00,5.65761,
6171,26.08.2015 13:00:00,5.65743,3.512
6172,26.08.2015 13:20:00,5.65636,
6173,26.08.2015 13:40:00,5.64973,
6174,26.08.2015 14:00:00,5.65499,
6175,26.08.2015 14:20:00,5.65437,
6176,26.08.2015 14:40:00,5.6479,
6177,26.08.2015 15:00:00,5.64928,
6178,26.08.2015 15:20:00,5.64351,
6179,26.08.2015 15:40:00,5.64915,
6180,26.08.2015 16:00:00,5.63996,
6181,26.08.2015 16:20:00,5.63989,
6182,26.08.2015 16:40:00,5.63626,
6183,26.08.2015 17:00:00,5.6383,
6184,26.08.2015 17:20:00,5.63636,
6185,26.08.2015 17:40:00,5.63161,
6186,26.08.2015 18:00:00,5.62348,
6187,26.08.2015 18:20:00,5.62736,
6188,26.08.2015 18:40:00,5.62544,
6189,26.08.2015 19:00:00,5.62541,
6190,26.08.2015 19:20:00,5.6197,
6191,26.08.2015 19:40:00,5.61973,
6192,26.08.2015 20:00:00,5.61857,
6193,26.08.2015 20:20:00,5.62064,
6194,26.08.2015 20:40:00,5.61432,
6195,26.08.2015 21:00:00,5.61383,3.511
6196,26.08.2015 21:20:00,5.61361,
6197,26.08.2015 21:40:00,5.61172,
6198,26.08.2015 22:00:00,5.61084,
6199,26.08.2015 22:20:00,5.60739,
6200,26.08.2015 22:40:00,5.60372,
6201,26.08.2015 23:00:00,5.6057,
6202,26.08.2015 23:20:00,5.60372,
6203,26.08.2015 23:40:00,5.60017,
6204,27.08.2015 00:00:00,5.59795,
6205,27.08.2015 00:20:00,5.59373,
6206,27.08.2015 00:40:00,5.5969,
6207,27.08.2015 01:00:00,5.5911,
6208,27.08.2015 01:20:00,5.59052,
6209,27.08.2015 01:40:00,5.58758,
6210,27.08.2015 02:00:00,5.58318,
6211,27.08.2015 02:20:00,5.58368,
6212,27.08.2015 02:40:00,5.58398,
6213,27.08.2015 03:00:00,5.58444,
6214,27.08.2015 03:20:00,5.58031,
6215,27.08.2015 03:40:00,5.58118,
6216,27.08.2015 04:00:00,5.57442,
6217,27.08.2015 04:20:00,5.56986,
6218,27.08.2015 04:40:00,5.57832,
6219,27.08.2015 05:00:00,5.57845,3.51
6220,27.08.2015 05:20:00,5.57268,
6221,27.08.2015 05:40:00,5.56804,
6222,27.08.2015 06:00:00,5.5659,
6223,27.08.2015 06:20:00,5.56797,
6224,27.08.2015 06:40:00,5.56404,
6225,27.08.2015 07:00:00,5.56351,
6226,27.08.2015 07:20:00,5.55923,
6227,27.08.2015 07:40:00,5.55792,
6228,27.08.2015 08:00:00,5.55221,
6229,27.08.2015 08:20:00,5.55407,
6230,27.08.2015 08:40:00,5.55508,
6231,27.08.2015 09:00:00,5.55551,
6232,27.08.2015 09:20:00,5.54561,
6233,27.08.2015 09:40:00,5.55022,
6234,27.08.2015 10:00:00,5.54456,
6235,27.08.2015 10:20:00,5.54648,
6236,27.08.2015 10:40:00,5.54781,
6237,27.08.2015 11:00:00,5.54249,
6238,27.08.2015 11:20:00,5.5464,
6239,27.08.2015 11:40:00,5.53588,
6240,27.08.2015 12:00:00,5.53711,
6241,27.08.2015 12:20:00,5.53776,
6242,27.08.2015 12:40:00,5.53555,
6243,27.08.2015 13:00:00,5.53875,3.51
6244,27.08.2015 13:20:00,5.5325,
6245,27.08.2015 13:40:00,5.53641,
6246,27.08.2015 14:00:00,5.52767,
6247,27.08.2015 14:20:00,5.52269,
6248,27.08.2015 14:40:00,5.52397,
6249,27.08.2015 15:00:00,5.53122,
6250,27.08.2015 15:20:00,5.5252,
6251,27.08.2015 15:40:00,5.52855,
6252,27.08.2015 16:00:00,5.52132,
6253,27.08.2015 16:20:00,5.52731,
6254,27.08.2015 16:40:00,5.52837,
6255,27.08.2015 17:00:00,5.52067,
6256,27.08.2015 17:20:00,5.51118,
6257,27.08.2015 17:40:00,5.51588,
6258,27.08.2015 18:00:00,5.51261,
6259,27.08.2015 18:20:00,5.51047,
6260,27.08.2015 18:40:00,5.51178,
6261,27.08.2015 19:00:00,5.50946,
6262,27.08.2015 19:20:00,5.50635,
6263,27.08.2015 19:40:00,5.50632,
6264,27.08.2015 20:00:00,5.50912,
6265,27.08.2015 20:20:00,5.50937,
6266,27.08.2015 20:40:00,5.50693,
6267,27.08.2015 21:00:00,5.50327,3.509
6268,27.08.2015 21:20:00,5.50084,
6269,27.08.2015 21:40:00,5.49889,
6270,27.08.2015 22:00:00,5.50423,
6271,27.08.2015 22:20:00,5.50741,
6272,27.08.2015 22:40:00,5.49864,
6273,27.08.2015 23:00:00,5.50063,
6274,27.08.2015 23:20:00,5.5007,
6275,27.08.2015 23:40:00,5.49773,
6276,28.08.2015 00:00:00,5.49287,
6277,28.08.2015 00:20:00,5.48829,
6278,28.08.2015 00:40:00,5.49925,
6279,28.08.2015 01:00:00,5.48844,
6280,28.08.2015 01:20:00,5.49388,
6281,28.08.2015 01:40:00,5.49809,
6282,28.08.2015 02:00:00,5.48966,
6283,28.08.2015 02:20:00,5.49021,
6284,28.08.2015 02:40:00,5.4848,
6285,28.08.2015 03:00:00,5.48973,
6286,28.08.2015 03:20:00,5.489,
6287,28.08.2015 03:40:00,5.48756,
6288,28.08.2015 04:00:00,5.48233,
6289,28.08.2015 04:20:00,5.48309,
6290,28.08.2015 04:40:00,5.48367,
6291,28.08.2015 05:00:00,5.48356,3.511
6292,28.08.2015 05:20:00,5.48844,
6293,28.08.2015 05:40:00,5.4811,
6294,28.08.2015 06:00:00,5.4783,
6295,28.08.2015 06:20:00,5.48822,
6296,28.08.2015 06:40:00,5.47277,
6297,28.08.2015 07:00:00,5.48392,
6298,28.08.2015 07:20:00,5.48538,
6299,28.08.2015 07:40:00,5.48435,
6300,28.08.2015 08:00:00,5.47842,
6301,28.08.2015 08:20:00,5.47209,
6302,28.08.2015 08:40:00,5.47551,
6303,28.08.2015 09:00:00,5.46962,
6304,28.08.2015 09:20:00,5.46977,
6305,28.08.2015 09:40:00,5.47224,
6306,28.08.2015 10:00:00,5.46929,
6307,28.08.2015 10:20:00,5.4743,
6308,28.08.2015 10:40:00,5.47601,
6309,28.08.2015 11:00:00,5.46806,
6310,28.08.2015 11:20:00,5.46675,
6311,28.08.2015 11:40:00,5.46324,
6312,28.08.2015 12:00:00,5.47078,
6313,28.08.2015 12:20:00,5.47241,
6314,28.08.2015 12:40:00,5.46237,
6315,28.08.2015 13:00:00,5.46391,3.511
6316,28.08.2015 13:20:00,5.46715,
6317,28.08.2015 13:40:00,5.45844,
6318,28.08.2015 14:00:00,5.46241,
6319,28.08.2015 14:20:00,5.456,
6320,28.08.2015 14:40:00,5.45736,
6321,28.08.2015 15:00:00,5.46222,
6322,28.08.2015 15:20:00,5.45678,
6323,28.08.2015 15:40:00,5.45181,
6324,28.08.2015 16:00:00,5.45826,
6325,28.08.2015 16:20:00,5.45758,
6326,28.08.2015 16:40:00,5.45721,
6327,28.08.2015 17:00:00,5.45771,
6328,28.08.2015 17:20:00,5.44961,
6329,28.08.2015 17:40:00,5.44784,
6330,28.08.2015 18:00:00,5.44869,
6331,28.08.2015 18:20:00,5.44777,
6332,28.08.2015 18:40:00,5.45355,
6333,28.08.2015 19:00:00,5.44849,
6334,28.08.2015 19:20:00,5.4494,
6335,28.08.2015 19:40:00,5.4497,
6336,28.08.2015 20:00:00,5.44341,
6337,28.08.2015 20:20:00,5.45166,
6338,28.08.2015 20:40:00,5.44335,
6339,28.08.2015 21:00:00,5.45202,3.51
6340,28.08.2015 21:20:00,5.44723,
6341,28.08.2015 21:40:00,5.44368,
6342,28.08.2015 22:00:00,5.44368,
6343,28.08.2015 22:20:00,5.4493,
6344,28.08.2015 22:40:00,5.44524,
6345,28.08.2015 23:00:00,5.44414,
6346,28.08.2015 23:20:00,5.45056,
6347,28.08.2015 23:40:00,5.44603,
6348,29.08.2015 00:00:00,5.44741,
6349,29.08.2015 00:20:00,5.4452,
6350,29.08.2015 00:40:00,5.44145,
6351,29.08.2015 01:00:00,5.44482,
6352,29.08.2015 01:20:00,5.44967,
6353,29.08.2015 01:40:00,5.44674,
6354,29.08.2015 02:00:00,5.44842,
6355,29.08.2015 02:20:00,5.44664,
6356,29.08.2015 02:40:00,5.44273,
6357,29.08.2015 03:00:00,5.43989,
6358,29.08.2015 03:20:00,5.43848,
6359,29.08.2015 03:40:00,5.44469,
6360,29.08.2015 04:00:00,5.43785,
6361,29.08.2015 04:20:00,5.44636,
6362,29.08.2015 04:40:00,5.45028,
6363,29.08.2015 05:00:00,5.4395,3.509
6364,29.08.2015 05:20:00,5.44389,
6365,29.08.2015 05:40:00,5.43681,
6366,29.08.2015 06:00:00,5.43619,
6367,29.08.2015 06:20:00,5.43616,
6368,29.08.2015 06:40:00,5.43663,
6369,29.08.2015 07:00:00,5.43332,
6370,29.08.2015 07:20:00,5.43956,
6371,29.08.2015 07:40:00,5.43779,
6372,29.08.2015 08:00:00,5.43507,
6373,29.08.2015 08:20:00,5.44011,
6374,29.08.2015 08:40:00,5.43974,
6375,29.08.2015 09:00:00,5.43883,
6376,29.08.2015 09:20:00,5.43745,
6377,29.08.2015 09:40:00,5.43455,
6378,29.08.2015 10:00:00,5.44117,
6379,29.08.2015 10:20:00,5.44381,
6380,29.08.2015 10:40:00,5.43727,
6381,29.08.2015 11:00:00,5.43845,
6382,29.08.2015 11:20:00,5.44265,
6383,29.08.2015 11:40:00,5.43449,
6384,29.08.2015 12:00:00,5.43692,
6385,29.08.2015 12:20:00,5.43303,
6386,29.08.2015 12:40:00,5.43862,
6387,29.08.2015 13:00:00,5.4321,3.509
6388,29.08.2015 13:20:00,5.44335,
6389,29.08.2015 13:40:00,5.44518,
6390,29.08.2015 14:00:00,5.44374,
6391,29.08.2015 14:20:00,5.4387,
6392,29.08.2015 14:40:00,5.4446,
6393,29.08.2015 15:00:00,5.43677,
6394,29.08.2015 15:20:00,5.43638,
6395,29.08.2015 15:40:00,5.43804,
6396,29.08.2015 16:00:00,5.4375,
6397,29.08.2015 16:20:00,5.44537,
6398,29.08.2015 16:40:00,5.44348,
6399,29.08.2015 17:00:00,5.43996,
6400,29.08.2015 17:20:00,5.44222,
6401,29.08.2015 17:40:00,5.44178,
6402,29.08.2015 18:00:00,5.44308,
6403,29.08.2015 18:20:00,5.44135,
6404,29.08.2015 18:40:00,5.43445,
6405,29.08.2015 19:00:00,5.44482,
6406,29.08.2015 19:20:00,5.44454,
6407,29.08.2015 19:40:00,5.43717,
6408,29.08.2015 20:00:00,5.44542,
6409,29.08.2015 20:20:00,5.44466,
6410,29.08.2015 20:40:00,5.44185,
